level,start_date,end_date,lower_age_limit,geography,geography_code,proportion_pos,proportion_pos_high_95,proportion_pos_low_95
age_school,2020-08-19,2020-08-19,35,England,E92000001,3e-4,7e-4,1e-4
age_school,2020-08-19,2020-08-19,50,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-19,2020-08-19,70,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-20,2020-08-20,2,England,E92000001,5e-4,0.0011,2e-4
age_school,2020-08-20,2020-08-20,11,England,E92000001,2e-4,7e-4,1e-4
age_school,2020-08-20,2020-08-20,16,England,E92000001,6e-4,0.0014,2e-4
age_school,2020-08-20,2020-08-20,25,England,E92000001,6e-4,0.0014,3e-4
age_school,2020-08-20,2020-08-20,35,England,E92000001,3e-4,7e-4,1e-4
age_school,2020-08-20,2020-08-20,50,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-20,2020-08-20,70,England,E92000001,2e-4,5e-4,1e-4
age_school,2020-08-21,2020-08-21,2,England,E92000001,5.499999999999999e-4,0.00115,2e-4
age_school,2020-08-21,2020-08-21,11,England,E92000001,2.5e-4,7e-4,1e-4
age_school,2020-08-21,2020-08-21,16,England,E92000001,6.5e-4,0.00145,2.5e-4
age_school,2020-08-21,2020-08-21,25,England,E92000001,6.5e-4,0.0013,3e-4
age_school,2020-08-21,2020-08-21,35,England,E92000001,3.5e-4,7e-4,1.5000000000000001e-4
age_school,2020-08-21,2020-08-21,50,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-21,2020-08-21,70,England,E92000001,2e-4,5e-4,1e-4
age_school,2020-08-22,2020-08-22,2,England,E92000001,5.499999999999999e-4,0.0012,2.5e-4
age_school,2020-08-22,2020-08-22,11,England,E92000001,2.5e-4,7e-4,1e-4
age_school,2020-08-22,2020-08-22,16,England,E92000001,6.5e-4,0.0015500000000000002,2.5e-4
age_school,2020-08-22,2020-08-22,25,England,E92000001,6.5e-4,0.00135,3e-4
age_school,2020-08-22,2020-08-22,35,England,E92000001,3.5e-4,6.5e-4,1.5000000000000001e-4
age_school,2020-08-22,2020-08-22,50,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-22,2020-08-22,70,England,E92000001,2e-4,5e-4,1e-4
age_school,2020-08-23,2020-08-23,2,England,E92000001,6e-4,0.0012,2.5e-4
age_school,2020-08-23,2020-08-23,11,England,E92000001,2.5e-4,7e-4,1e-4
age_school,2020-08-23,2020-08-23,16,England,E92000001,7e-4,0.0015500000000000002,3e-4
age_school,2020-08-23,2020-08-23,25,England,E92000001,6.5e-4,0.00135,3.5e-4
age_school,2020-08-23,2020-08-23,35,England,E92000001,3.5e-4,6.5e-4,1.5000000000000001e-4
age_school,2020-08-23,2020-08-23,50,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-23,2020-08-23,70,England,E92000001,2.5e-4,5e-4,1e-4
age_school,2020-08-24,2020-08-24,2,England,E92000001,6e-4,0.0013,3e-4
age_school,2020-08-24,2020-08-24,11,England,E92000001,2.5e-4,7e-4,1e-4
age_school,2020-08-24,2020-08-24,16,England,E92000001,7.5e-4,0.00165,3e-4
age_school,2020-08-24,2020-08-24,25,England,E92000001,7e-4,0.00135,3.5e-4
age_school,2020-08-24,2020-08-24,35,England,E92000001,3.5e-4,6.5e-4,1.5000000000000001e-4
age_school,2020-08-24,2020-08-24,50,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-24,2020-08-24,70,England,E92000001,3e-4,5e-4,1e-4
age_school,2020-08-25,2020-08-25,2,England,E92000001,6.5e-4,0.0014,3e-4
age_school,2020-08-25,2020-08-25,11,England,E92000001,2.5e-4,7e-4,1e-4
age_school,2020-08-25,2020-08-25,16,England,E92000001,7.5e-4,0.0017,3e-4
age_school,2020-08-25,2020-08-25,25,England,E92000001,7e-4,0.00135,3.5e-4
age_school,2020-08-25,2020-08-25,35,England,E92000001,3.5e-4,6.5e-4,1.5000000000000001e-4
age_school,2020-08-25,2020-08-25,50,England,E92000001,2e-4,4e-4,1e-4
age_school,2020-08-25,2020-08-25,70,England,E92000001,3e-4,5.499999999999999e-4,1e-4
age_school,2020-08-26,2020-08-26,2,England,E92000001,7e-4,0.0014,3.5e-4
age_school,2020-08-26,2020-08-26,11,England,E92000001,2.5e-4,7e-4,1e-4
age_school,2020-08-26,2020-08-26,16,England,E92000001,8e-4,0.0017,3.5e-4
age_school,2020-08-26,2020-08-26,25,England,E92000001,7.5e-4,0.0014,3.5e-4
age_school,2020-08-26,2020-08-26,35,England,E92000001,3.5e-4,6.5e-4,1.5000000000000001e-4
age_school,2020-08-26,2020-08-26,50,England,E92000001,2e-4,4.5e-4,1e-4
age_school,2020-08-26,2020-08-26,70,England,E92000001,3e-4,6e-4,1e-4
age_school,2020-08-27,2020-08-27,2,England,E92000001,7.5e-4,0.0015,3.5e-4
age_school,2020-08-27,2020-08-27,11,England,E92000001,3e-4,7.5e-4,1e-4
age_school,2020-08-27,2020-08-27,16,England,E92000001,8.500000000000001e-4,0.0018,3.5e-4
age_school,2020-08-27,2020-08-27,25,England,E92000001,7.999999999999999e-4,0.00145,3.5e-4
age_school,2020-08-27,2020-08-27,35,England,E92000001,3.5e-4,6.5e-4,1.5000000000000001e-4
age_school,2020-08-27,2020-08-27,50,England,E92000001,2.5e-4,5e-4,1e-4
age_school,2020-08-27,2020-08-27,70,England,E92000001,3e-4,6e-4,1e-4
age_school,2020-08-28,2020-08-28,2,England,E92000001,8e-4,0.0015,4e-4
age_school,2020-08-28,2020-08-28,11,England,E92000001,3e-4,8e-4,1e-4
age_school,2020-08-28,2020-08-28,16,England,E92000001,9e-4,0.0018,4e-4
age_school,2020-08-28,2020-08-28,25,England,E92000001,9e-4,0.0016,5e-4
age_school,2020-08-28,2020-08-28,35,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-08-28,2020-08-28,50,England,E92000001,3e-4,5e-4,2e-4
age_school,2020-08-28,2020-08-28,70,England,E92000001,3e-4,6e-4,2e-4
age_school,2020-08-29,2020-08-29,2,England,E92000001,9e-4,0.0016,4e-4
age_school,2020-08-29,2020-08-29,11,England,E92000001,3e-4,8e-4,1e-4
age_school,2020-08-29,2020-08-29,16,England,E92000001,0.001,0.0019,5e-4
age_school,2020-08-29,2020-08-29,25,England,E92000001,9e-4,0.0016,5e-4
age_school,2020-08-29,2020-08-29,35,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-08-29,2020-08-29,50,England,E92000001,3e-4,5e-4,2e-4
age_school,2020-08-29,2020-08-29,70,England,E92000001,3e-4,6e-4,2e-4
age_school,2020-08-30,2020-08-30,2,England,E92000001,9e-4,0.0017,5e-4
age_school,2020-08-30,2020-08-30,11,England,E92000001,4e-4,9e-4,1e-4
age_school,2020-08-30,2020-08-30,16,England,E92000001,0.0011,0.002,5e-4
age_school,2020-08-30,2020-08-30,25,England,E92000001,0.001,0.0017,5e-4
age_school,2020-08-30,2020-08-30,35,England,E92000001,4e-4,8e-4,2e-4
age_school,2020-08-30,2020-08-30,50,England,E92000001,3e-4,5e-4,2e-4
age_school,2020-08-30,2020-08-30,70,England,E92000001,3e-4,6e-4,2e-4
age_school,2020-08-31,2020-08-31,2,England,E92000001,0.001,0.0017,5e-4
age_school,2020-08-31,2020-08-31,11,England,E92000001,4e-4,9e-4,1e-4
age_school,2020-08-31,2020-08-31,16,England,E92000001,0.0011,0.0021,6e-4
age_school,2020-08-31,2020-08-31,25,England,E92000001,0.001,0.0017,6e-4
age_school,2020-08-31,2020-08-31,35,England,E92000001,5e-4,8e-4,3e-4
age_school,2020-08-31,2020-08-31,50,England,E92000001,3e-4,5e-4,2e-4
age_school,2020-08-31,2020-08-31,70,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-09-01,2020-09-01,2,England,E92000001,0.001,0.0018,5e-4
age_school,2020-09-01,2020-09-01,11,England,E92000001,4e-4,0.001,2e-4
age_school,2020-09-01,2020-09-01,16,England,E92000001,0.0012,0.0022,6e-4
age_school,2020-09-01,2020-09-01,25,England,E92000001,0.0011,0.0018,6e-4
age_school,2020-09-01,2020-09-01,35,England,E92000001,5e-4,8e-4,3e-4
age_school,2020-09-01,2020-09-01,50,England,E92000001,4e-4,6e-4,2e-4
age_school,2020-09-01,2020-09-01,70,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-09-02,2020-09-02,2,England,E92000001,0.0011,0.0019,6e-4
age_school,2020-09-02,2020-09-02,11,England,E92000001,5e-4,0.0011,2e-4
age_school,2020-09-02,2020-09-02,16,England,E92000001,0.0013,0.0023,7e-4
age_school,2020-09-02,2020-09-02,25,England,E92000001,0.0011,0.0019,6e-4
age_school,2020-09-02,2020-09-02,35,England,E92000001,5e-4,8e-4,3e-4
age_school,2020-09-02,2020-09-02,50,England,E92000001,4e-4,6e-4,2e-4
age_school,2020-09-02,2020-09-02,70,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-09-03,2020-09-03,2,England,E92000001,0.0011,0.002,6e-4
age_school,2020-09-03,2020-09-03,11,England,E92000001,5e-4,0.0011,2e-4
age_school,2020-09-03,2020-09-03,16,England,E92000001,0.0014,0.0024,7e-4
age_school,2020-09-03,2020-09-03,25,England,E92000001,0.0012,0.002,7e-4
age_school,2020-09-03,2020-09-03,35,England,E92000001,5e-4,9e-4,3e-4
age_school,2020-09-03,2020-09-03,50,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-09-03,2020-09-03,70,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-09-04,2020-09-04,2,England,E92000001,0.0012,0.002,6e-4
age_school,2020-09-04,2020-09-04,11,England,E92000001,6e-4,0.0012,3e-4
age_school,2020-09-04,2020-09-04,16,England,E92000001,0.0015,0.0025,8e-4
age_school,2020-09-04,2020-09-04,25,England,E92000001,0.0012,0.0021,7e-4
age_school,2020-09-04,2020-09-04,35,England,E92000001,6e-4,0.001,3e-4
age_school,2020-09-04,2020-09-04,50,England,E92000001,4e-4,7e-4,3e-4
age_school,2020-09-04,2020-09-04,70,England,E92000001,4e-4,7e-4,2e-4
age_school,2020-09-05,2020-09-05,2,England,E92000001,0.0012499999999999998,0.0021999999999999997,7e-4
age_school,2020-09-05,2020-09-05,11,England,E92000001,7e-4,0.00135,3e-4
age_school,2020-09-05,2020-09-05,16,England,E92000001,0.0016,0.0027,9e-4
age_school,2020-09-05,2020-09-05,25,England,E92000001,0.0014,0.0023,8e-4
age_school,2020-09-05,2020-09-05,35,England,E92000001,6.5e-4,0.0010500000000000002,4e-4
age_school,2020-09-05,2020-09-05,50,England,E92000001,5e-4,7.5e-4,3e-4
age_school,2020-09-05,2020-09-05,70,England,E92000001,4.5e-4,7.5e-4,2e-4
age_school,2020-09-06,2020-09-06,2,England,E92000001,0.00135,0.0023,7.5e-4
age_school,2020-09-06,2020-09-06,11,England,E92000001,8e-4,0.0015500000000000002,3e-4
age_school,2020-09-06,2020-09-06,16,England,E92000001,0.00165,0.00285,9.5e-4
age_school,2020-09-06,2020-09-06,25,England,E92000001,0.00145,0.0024000000000000002,8.500000000000001e-4
age_school,2020-09-06,2020-09-06,35,England,E92000001,6.5e-4,0.00115,4e-4
age_school,2020-09-06,2020-09-06,50,England,E92000001,5e-4,8e-4,3e-4
age_school,2020-09-06,2020-09-06,70,England,E92000001,4.5e-4,7.5e-4,2.5e-4
age_school,2020-09-07,2020-09-07,2,England,E92000001,0.00135,0.0024000000000000002,7.5e-4
age_school,2020-09-07,2020-09-07,11,England,E92000001,8.500000000000001e-4,0.00165,4e-4
age_school,2020-09-07,2020-09-07,16,England,E92000001,0.0018,0.00295,0.0010500000000000002
age_school,2020-09-07,2020-09-07,25,England,E92000001,0.0015,0.0024999999999999996,9e-4
age_school,2020-09-07,2020-09-07,35,England,E92000001,7.5e-4,0.0012,4.5e-4
age_school,2020-09-07,2020-09-07,50,England,E92000001,6e-4,9e-4,4e-4
age_school,2020-09-07,2020-09-07,70,England,E92000001,5e-4,8e-4,3e-4
age_school,2020-09-08,2020-09-08,2,England,E92000001,0.0014,0.0024999999999999996,7.5e-4
age_school,2020-09-08,2020-09-08,11,England,E92000001,9.5e-4,0.0018,5e-4
age_school,2020-09-08,2020-09-08,16,England,E92000001,0.0019,0.0031,0.0010999999999999998
age_school,2020-09-08,2020-09-08,25,England,E92000001,0.0015999999999999999,0.00255,9.5e-4
age_school,2020-09-08,2020-09-08,35,England,E92000001,7.5e-4,0.0012499999999999998,4.5e-4
age_school,2020-09-08,2020-09-08,50,England,E92000001,6e-4,9.5e-4,4e-4
age_school,2020-09-08,2020-09-08,70,England,E92000001,5e-4,8.500000000000001e-4,3e-4
age_school,2020-09-09,2020-09-09,2,England,E92000001,0.0014,0.0024999999999999996,7.999999999999999e-4
age_school,2020-09-09,2020-09-09,11,England,E92000001,0.0010500000000000002,0.00195,5e-4
age_school,2020-09-09,2020-09-09,16,England,E92000001,0.002,0.0031999999999999997,0.00115
age_school,2020-09-09,2020-09-09,25,England,E92000001,0.0015999999999999999,0.0026,0.001
age_school,2020-09-09,2020-09-09,35,England,E92000001,8.500000000000001e-4,0.0013,5e-4
age_school,2020-09-09,2020-09-09,50,England,E92000001,6.5e-4,0.0010500000000000002,4.5e-4
age_school,2020-09-09,2020-09-09,70,England,E92000001,5.499999999999999e-4,8.500000000000001e-4,3e-4
age_school,2020-09-10,2020-09-10,2,England,E92000001,0.00145,0.0026,8.500000000000001e-4
age_school,2020-09-10,2020-09-10,11,England,E92000001,0.00115,0.00215,6e-4
age_school,2020-09-10,2020-09-10,16,England,E92000001,0.00205,0.0033499999999999997,0.0012000000000000001
age_school,2020-09-10,2020-09-10,25,England,E92000001,0.00165,0.0026,0.0010500000000000002
age_school,2020-09-10,2020-09-10,35,England,E92000001,8.500000000000001e-4,0.0014,5.499999999999999e-4
age_school,2020-09-10,2020-09-10,50,England,E92000001,7.5e-4,0.0011,4.5e-4
age_school,2020-09-10,2020-09-10,70,England,E92000001,5.499999999999999e-4,9.5e-4,3e-4
age_school,2020-09-11,2020-09-11,2,England,E92000001,0.0015,0.0026,8.500000000000001e-4
age_school,2020-09-11,2020-09-11,11,England,E92000001,0.0012499999999999998,0.0023,6.5e-4
age_school,2020-09-11,2020-09-11,16,England,E92000001,0.00215,0.0035,0.0013
age_school,2020-09-11,2020-09-11,25,England,E92000001,0.0017000000000000001,0.00265,0.0010500000000000002
age_school,2020-09-11,2020-09-11,35,England,E92000001,9e-4,0.0014,6e-4
age_school,2020-09-11,2020-09-11,50,England,E92000001,7.5e-4,0.0012,5.499999999999999e-4
age_school,2020-09-11,2020-09-11,70,England,E92000001,6e-4,0.001,3.5e-4
age_school,2020-09-12,2020-09-12,2,England,E92000001,0.0016,0.0026,9e-4
age_school,2020-09-12,2020-09-12,11,England,E92000001,0.0014,0.0026,8e-4
age_school,2020-09-12,2020-09-12,16,England,E92000001,0.0024,0.0038,0.0015
age_school,2020-09-12,2020-09-12,25,England,E92000001,0.0018,0.0028,0.0011
age_school,2020-09-12,2020-09-12,35,England,E92000001,0.001,0.0015,6e-4
age_school,2020-09-12,2020-09-12,50,England,E92000001,9e-4,0.0013,6e-4
age_school,2020-09-12,2020-09-12,70,England,E92000001,7e-4,0.0011,4e-4
age_school,2020-09-13,2020-09-13,2,England,E92000001,0.0016,0.0026,9e-4
age_school,2020-09-13,2020-09-13,11,England,E92000001,0.0016,0.0028,9e-4
age_school,2020-09-13,2020-09-13,16,England,E92000001,0.0025,0.0039,0.0015
age_school,2020-09-13,2020-09-13,25,England,E92000001,0.0018,0.0028,0.0011
age_school,2020-09-13,2020-09-13,35,England,E92000001,0.001,0.0016,7e-4
age_school,2020-09-13,2020-09-13,50,England,E92000001,0.001,0.0014,7e-4
age_school,2020-09-13,2020-09-13,70,England,E92000001,7e-4,0.0011,4e-4
age_school,2020-09-14,2020-09-14,2,England,E92000001,0.0015,0.0025,9e-4
age_school,2020-09-14,2020-09-14,11,England,E92000001,0.0017,0.0029,9e-4
age_school,2020-09-14,2020-09-14,16,England,E92000001,0.0026,0.004,0.0016
age_school,2020-09-14,2020-09-14,25,England,E92000001,0.0018,0.0028,0.0011
age_school,2020-09-14,2020-09-14,35,England,E92000001,0.0011,0.0016,7e-4
age_school,2020-09-14,2020-09-14,50,England,E92000001,0.001,0.0014,7e-4
age_school,2020-09-14,2020-09-14,70,England,E92000001,8e-4,0.0012,5e-4
age_school,2020-09-15,2020-09-15,2,England,E92000001,0.0015,0.0024,9e-4
age_school,2020-09-15,2020-09-15,11,England,E92000001,0.0018,0.003,0.001
age_school,2020-09-15,2020-09-15,16,England,E92000001,0.0027,0.0041,0.0017
age_school,2020-09-15,2020-09-15,25,England,E92000001,0.0018,0.0027,0.0012
age_school,2020-09-15,2020-09-15,35,England,E92000001,0.0012,0.0017,8e-4
age_school,2020-09-15,2020-09-15,50,England,E92000001,0.0011,0.0015,7e-4
age_school,2020-09-15,2020-09-15,70,England,E92000001,8e-4,0.0012,5e-4
age_school,2020-09-16,2020-09-16,2,England,E92000001,0.0015,0.0023,9e-4
age_school,2020-09-16,2020-09-16,11,England,E92000001,0.0019,0.0032,0.0011
age_school,2020-09-16,2020-09-16,16,England,E92000001,0.0028,0.0042,0.0018
age_school,2020-09-16,2020-09-16,25,England,E92000001,0.0018,0.0027,0.0012
age_school,2020-09-16,2020-09-16,35,England,E92000001,0.0012,0.0018,8e-4
age_school,2020-09-16,2020-09-16,50,England,E92000001,0.0011,0.0016,8e-4
age_school,2020-09-16,2020-09-16,70,England,E92000001,9e-4,0.0013,6e-4
age_school,2020-09-17,2020-09-17,2,England,E92000001,0.0014,0.0023,8e-4
age_school,2020-09-17,2020-09-17,11,England,E92000001,0.0021,0.0034,0.0012
age_school,2020-09-17,2020-09-17,16,England,E92000001,0.0029,0.0045,0.002
age_school,2020-09-17,2020-09-17,25,England,E92000001,0.0018,0.0027,0.0012
age_school,2020-09-17,2020-09-17,35,England,E92000001,0.0013,0.0018,9e-4
age_school,2020-09-17,2020-09-17,50,England,E92000001,0.0012,0.0016,8e-4
age_school,2020-09-17,2020-09-17,70,England,E92000001,9e-4,0.0014,6e-4
age_school,2020-09-18,2020-09-18,2,England,E92000001,0.0014,0.0022,8e-4
age_school,2020-09-18,2020-09-18,11,England,E92000001,0.0022,0.0036,0.0013
age_school,2020-09-18,2020-09-18,16,England,E92000001,0.0031,0.0048,0.0021
age_school,2020-09-18,2020-09-18,25,England,E92000001,0.0019,0.0028,0.0012
age_school,2020-09-18,2020-09-18,35,England,E92000001,0.0014,0.0019,9e-4
age_school,2020-09-18,2020-09-18,50,England,E92000001,0.0012,0.0017,9e-4
age_school,2020-09-18,2020-09-18,70,England,E92000001,0.001,0.0015,7e-4
age_school,2020-09-19,2020-09-19,2,England,E92000001,0.0013,0.0022,8e-4
age_school,2020-09-19,2020-09-19,11,England,E92000001,0.0023,0.0038,0.0014
age_school,2020-09-19,2020-09-19,16,England,E92000001,0.0034,0.0051,0.0023
age_school,2020-09-19,2020-09-19,25,England,E92000001,0.0019,0.0029,0.0013
age_school,2020-09-19,2020-09-19,35,England,E92000001,0.0015,0.002,0.001
age_school,2020-09-19,2020-09-19,50,England,E92000001,0.0013,0.0018,9e-4
age_school,2020-09-19,2020-09-19,70,England,E92000001,0.0011,0.0016,7e-4
age_school,2020-09-20,2020-09-20,2,England,E92000001,0.0016,0.0025,0.001
age_school,2020-09-20,2020-09-20,11,England,E92000001,0.0028,0.0041,0.0018
age_school,2020-09-20,2020-09-20,16,England,E92000001,0.0044,0.0061,0.0031
age_school,2020-09-20,2020-09-20,25,England,E92000001,0.0023,0.0033,0.0016
age_school,2020-09-20,2020-09-20,35,England,E92000001,0.0018,0.0024,0.0013
age_school,2020-09-20,2020-09-20,50,England,E92000001,0.0016,0.0021,0.0012
age_school,2020-09-20,2020-09-20,70,England,E92000001,0.0015,0.0021,0.001
age_school,2020-09-21,2020-09-21,2,England,E92000001,0.0016,0.0025,0.001
age_school,2020-09-21,2020-09-21,11,England,E92000001,0.0029,0.0042,0.0019
age_school,2020-09-21,2020-09-21,16,England,E92000001,0.0048,0.0067,0.0035
age_school,2020-09-21,2020-09-21,25,England,E92000001,0.0024,0.0034,0.0017
age_school,2020-09-21,2020-09-21,35,England,E92000001,0.0019,0.0026,0.0014
age_school,2020-09-21,2020-09-21,50,England,E92000001,0.0017,0.0022,0.0013
age_school,2020-09-21,2020-09-21,70,England,E92000001,0.0016,0.0022,0.0011
age_school,2020-09-22,2020-09-22,2,England,E92000001,0.0016,0.0025,0.001
age_school,2020-09-22,2020-09-22,11,England,E92000001,0.0031,0.0044,0.002
age_school,2020-09-22,2020-09-22,16,England,E92000001,0.0054,0.0074,0.004
age_school,2020-09-22,2020-09-22,25,England,E92000001,0.0025,0.0035,0.0018
age_school,2020-09-22,2020-09-22,35,England,E92000001,0.002,0.0027,0.0015
age_school,2020-09-22,2020-09-22,50,England,E92000001,0.0018,0.0023,0.0014
age_school,2020-09-22,2020-09-22,70,England,E92000001,0.0017,0.0023,0.0012
age_school,2020-09-23,2020-09-23,2,England,E92000001,0.0017,0.0025,0.0011
age_school,2020-09-23,2020-09-23,11,England,E92000001,0.0032,0.0047,0.0021
age_school,2020-09-23,2020-09-23,16,England,E92000001,0.0061,0.0081,0.0046
age_school,2020-09-23,2020-09-23,25,England,E92000001,0.0026,0.0036,0.0019
age_school,2020-09-23,2020-09-23,35,England,E92000001,0.0022,0.0028,0.0016
age_school,2020-09-23,2020-09-23,50,England,E92000001,0.0019,0.0024,0.0014
age_school,2020-09-23,2020-09-23,70,England,E92000001,0.0018,0.0024,0.0013
age_school,2020-09-24,2020-09-24,2,England,E92000001,0.0017,0.0026,0.0011
age_school,2020-09-24,2020-09-24,11,England,E92000001,0.0034,0.005,0.0023
age_school,2020-09-24,2020-09-24,16,England,E92000001,0.0068,0.009,0.0052
age_school,2020-09-24,2020-09-24,25,England,E92000001,0.0028,0.0038,0.002
age_school,2020-09-24,2020-09-24,35,England,E92000001,0.0023,0.003,0.0018
age_school,2020-09-24,2020-09-24,50,England,E92000001,0.002,0.0025,0.0015
age_school,2020-09-24,2020-09-24,70,England,E92000001,0.0019,0.0025,0.0014
age_school,2020-09-25,2020-09-25,2,England,E92000001,0.00185,0.00265,0.0012
age_school,2020-09-25,2020-09-25,11,England,E92000001,0.0037,0.00515,0.0024999999999999996
age_school,2020-09-25,2020-09-25,16,England,E92000001,0.00795,0.01025,0.0060999999999999995
age_school,2020-09-25,2020-09-25,25,England,E92000001,0.0031000000000000003,0.00415,0.0023
age_school,2020-09-25,2020-09-25,35,England,E92000001,0.0026,0.00335,0.002
age_school,2020-09-25,2020-09-25,50,England,E92000001,0.00215,0.0027,0.0017000000000000001
age_school,2020-09-25,2020-09-25,70,England,E92000001,0.002,0.0027,0.0015500000000000002
age_school,2020-09-26,2020-09-26,2,England,E92000001,0.0019,0.0028,0.0012
age_school,2020-09-26,2020-09-26,11,England,E92000001,0.0041,0.0057,0.0029
age_school,2020-09-26,2020-09-26,16,England,E92000001,0.0092,0.0116,0.0072
age_school,2020-09-26,2020-09-26,25,England,E92000001,0.0035,0.0046,0.0026
age_school,2020-09-26,2020-09-26,35,England,E92000001,0.0029,0.0037,0.0023
age_school,2020-09-26,2020-09-26,50,England,E92000001,0.0024,0.0029,0.0019
age_school,2020-09-26,2020-09-26,70,England,E92000001,0.0022,0.0028,0.0016
age_school,2020-09-27,2020-09-27,2,England,E92000001,0.0019,0.0028,0.0013
age_school,2020-09-27,2020-09-27,11,England,E92000001,0.0044,0.0061,0.0032
age_school,2020-09-27,2020-09-27,16,England,E92000001,0.0103,0.0129,0.0081
age_school,2020-09-27,2020-09-27,25,England,E92000001,0.0037,0.0049,0.0028
age_school,2020-09-27,2020-09-27,35,England,E92000001,0.0031,0.0039,0.0024
age_school,2020-09-27,2020-09-27,50,England,E92000001,0.0025,0.0031,0.002
age_school,2020-09-27,2020-09-27,70,England,E92000001,0.0022,0.0029,0.0017
age_school,2020-09-28,2020-09-28,2,England,E92000001,0.002,0.0029,0.0013
age_school,2020-09-28,2020-09-28,11,England,E92000001,0.0048,0.0065,0.0035
age_school,2020-09-28,2020-09-28,16,England,E92000001,0.0114,0.0142,0.0091
age_school,2020-09-28,2020-09-28,25,England,E92000001,0.004,0.0052,0.003
age_school,2020-09-28,2020-09-28,35,England,E92000001,0.0033,0.0041,0.0026
age_school,2020-09-28,2020-09-28,50,England,E92000001,0.0026,0.0032,0.0021
