start_date,end_date,middle,lower,upper,geography,date
2021-02-07T00:00:00Z,2021-02-20T00:00:00Z,0.00937741481443225,0.00828321402000367,0.0105748659640844,London,2021-02-14
2021-02-07T00:00:00Z,2021-02-20T00:00:00Z,0.00940212958008908,0.00675594057597622,0.0127326955640371,North East,2021-02-14
2021-02-07T00:00:00Z,2021-02-20T00:00:00Z,0.0111967064674114,0.00954650964622956,0.0130476123011379,North West,2021-02-14
2021-02-07T00:00:00Z,2021-02-20T00:00:00Z,0.00701907444971486,0.00587873753052969,0.00831478344716119,South East,2021-02-14
2021-02-07T00:00:00Z,2021-02-20T00:00:00Z,0.00529386611180663,0.00402224997671837,0.00683822217609886,South West,2021-02-14
2021-02-07T00:00:00Z,2021-02-20T00:00:00Z,0.00956617823816306,0.00779223763125576,0.0116199996570143,West Midlands,2021-02-14
2021-02-07T00:00:00Z,2021-02-20T00:00:00Z,0.00877337011442613,0.0070872174838658,0.0107369346250116,Yorkshire and the Humber,2021-02-14
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00436882187761305,0.00306855186794668,0.00603200990431637,East Midlands,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00389462793801,0.0028765690324757,0.00515489432803941,East of England,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00443788856392169,0.0036707191248048,0.005317499011221,London,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00527293425024838,0.00346791415372378,0.00767990161318943,North East,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00478712785048256,0.00371965037536089,0.00606436500086072,North West,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00406561566083218,0.00316280715188021,0.00514511219801988,South East,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00319169361578531,0.0021978715607237,0.00447965009816692,South West,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00656946500555456,0.0049664546060893,0.00852225660907291,West Midlands,2021-02-28
2021-02-21T00:00:00Z,2021-03-06T00:00:00Z,0.00505189012267237,0.00373238768610425,0.00668454855194823,Yorkshire and the Humber,2021-02-28
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00416032290154042,0.00292107699481292,0.00574591048081787,East Midlands,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00190093935285971,0.00121435015979979,0.00283445112818493,East of England,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00249703897565061,0.00191804370846219,0.00319552020108439,London,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00520486890983278,0.00314192383648986,0.0081054724320232,North East,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00336504034783242,0.00251520244527404,0.00440892660128246,North West,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00223798688650568,0.00157616196549118,0.00308356422431606,South East,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00230567400180879,0.00142345657593053,0.00353062955946042,South West,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00322293246537694,0.00217592628613038,0.00459707432561493,West Midlands,2021-03-14
2021-03-07T00:00:00Z,2021-03-20T00:00:00Z,0.00501534383700227,0.00370866537111581,0.00663120601695026,Yorkshire and the Humber,2021-03-14
